bootstrap_method_id,method_id,evidence_role,condition,fold_count,validation_review_clusters,aspect_balanced_heldout_pair_micro_f1,aspect_balanced_review_bootstrap_95_ci_low,aspect_balanced_review_bootstrap_95_ci_high,pooled_heldout_pair_micro_f1_sensitivity,pooled_review_bootstrap_95_ci_low,pooled_review_bootstrap_95_ci_high,bootstrap_draws,bootstrap_seed
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2__all_validation_fitted_diagnostic,e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,D,12,1057,0.5198149463084709,0.48502411005676277,0.5502378742387452,0.5536082474226804,0.5343832020997376,0.5726056144039938,20000,13
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2__all_validation_fitted_diagnostic,e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,all_validation_fitted_diagnostic,N,12,1057,0.45123720430054837,0.4147046456194411,0.4828896428389829,0.4821967410983706,0.461021042856856,0.503610217041451,20000,13
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2__review_cross_fitted_primary,e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,D,12,1057,0.5175092809593272,0.48251417744688907,0.5484364811073668,0.553378029912326,0.5340698373691792,0.5723015823280588,20000,13
e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2__review_cross_fitted_primary,e5_retrieval_frozen_qwen_few_shot_stage1__qlora_stage2,review_cross_fitted_primary,N,12,1057,0.44349910906245316,0.4063905828843353,0.47602615497018247,0.481112118464793,0.4599026325336274,0.502521581860057,20000,13
frozen_qwen_few_shot_stage1__qlora_stage2__fixed_reference_reproduction,frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,D,12,1057,0.5259309432266017,0.4930516870203966,0.5537655072733961,0.578500363989323,0.5603361980114201,0.5960235188592434,20000,13
frozen_qwen_few_shot_stage1__qlora_stage2__fixed_reference_reproduction,frozen_qwen_few_shot_stage1__qlora_stage2,fixed_reference_reproduction,N,12,1057,0.5142348188105789,0.47768256183358365,0.5445671915032768,0.5627945661214305,0.542652519501156,0.5825029056061752,20000,13
