method_id,evidence_role,fold_id,condition,score_sha256,heldout_pair_micro_f1,overall_pair_micro_f1,seen_pair_micro_f1,heldout_pair_precision,heldout_pair_recall,heldout_presence_f1,heldout_presence_ap,oracle_gated_sentiment_set_micro_f1,maximum_sentiments_per_selected_aspect,aspect_call_rate,selected_aspect_instances,test_contract_count
qlora_stage1__frozen_qwen_few_shot_stage2,fixed_reverse_control,l2-a10,N,1bf6b68e83b127a65415ee10a4de698b1a531c28794c2ea67610f5444be502ab,0.4482758620689655,0.56162705219309,0.5632612478250062,0.325,0.7222222222222222,0.4827586206896552,0.5538509089460394,0.9444444444444444,2,0.17328918322295805,2198,0
qwen_candidate_pair_qlora_relative_calibrator_v1,review_cross_fitted_primary,l2-a10,D,0e9ddc7484db6c8e0d8b563a13a6848ec98e221502ddb0d6c1c65c746cde51ae,0.29411764705882354,0.5981723882440109,0.6060298961236382,0.17857142857142858,0.8333333333333334,0.32,0.5491184209628592,0.9444444444444444,2,0.1686376537369915,2139,0
qwen_candidate_pair_qlora_relative_calibrator_v1,review_cross_fitted_primary,l2-a10,N,e406731b79375734ee769135e5c1f6dfdb0c77ca90b50fee027d37df1fd9f977,0.5098039215686274,0.605833956619297,0.6070707070707071,0.3939393939393939,0.7222222222222222,0.5098039215686274,0.5519572935182404,0.9444444444444444,2,0.16579943235572375,2103,0
qwen_candidate_pair_qlora_relative_calibrator_v1,all_validation_fitted_diagnostic,l2-a10,D,12ed8744c18663fa69673b00abc5e3cb5c673662930af308ed1e406586ae7ddf,0.29411764705882354,0.5997023809523809,0.6076335877862595,0.17857142857142858,0.8333333333333334,0.32,0.5487827963697444,0.9444444444444444,2,0.16729738252917062,2122,0
qwen_candidate_pair_qlora_relative_calibrator_v1,all_validation_fitted_diagnostic,l2-a10,N,f8cee88d39923d993a16a73e350e60565865ddecf7cd637e106a1b7b5466af85,0.52,0.6072144288577155,0.6083206494165398,0.40625,0.7222222222222222,0.52,0.5437889647221499,0.9444444444444444,2,0.1643014821822769,2084,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_primary_stage_hybrid,l2-a11,D,d8504ce0c46e2b025dfd87f1999c89a8000ecb1c76d605f1c1cfca57d1809ba7,0.3973509933774834,0.5684157670097916,0.5751565762004175,0.3,0.5882352941176471,0.4370860927152318,0.28438789012289845,0.8823529411764706,2,0.16713970356354463,2120,0
qlora_stage1__frozen_qwen_few_shot_stage2,fixed_reverse_control,l2-a11,D,8527f41264ff5b54291b0c7612a706929238cbcf560056a893c53ca64b4cc5ae,0.31016042780748665,0.5533934504034171,0.5646883536131115,0.21323529411764705,0.5686274509803921,0.3891891891891892,0.3543918220246774,0.7058823529411765,2,0.1836171554714601,2329,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_primary_stage_hybrid,l2-a11,N,24db8c46f1303b73adf408f95ec2091b39b834b28633c8f734bd610b3ee7535e,0.389937106918239,0.5677774993735906,0.5751565762004175,0.28703703703703703,0.6078431372549019,0.41509433962264153,0.2791138681969386,0.9019607843137255,2,0.16777041942604856,2128,0
qlora_stage1__frozen_qwen_few_shot_stage2,fixed_reverse_control,l2-a11,N,0a73b1a561933002029490834d147de8399dbc18282f30102e9c050d04e3eb92,0.34177215189873417,0.5562724014336917,0.5646883536131115,0.2523364485981308,0.5294117647058824,0.3821656050955414,0.3387129198633826,0.7692307692307693,2,0.18140964995269632,2301,0
qwen_candidate_pair_qlora_relative_calibrator_v1,review_cross_fitted_primary,l2-a11,D,3673df80a0aa1bce7b24dd712ca053da1a7a5a1e28aa41cc828587d4b3a14804,0.3314285714285714,0.5989949748743718,0.6113009198423127,0.23387096774193547,0.5686274509803921,0.38857142857142857,0.33560391021228203,0.8823529411764706,2,0.16690318511510566,2117,0
qwen_candidate_pair_qlora_relative_calibrator_v1,review_cross_fitted_primary,l2-a11,N,096efc2698920f36bad76e617055a3a7c1c10b8bca41a7c816bdebd52facfc79,0.33557046979865773,0.6006051437216339,0.6109510086455331,0.25510204081632654,0.49019607843137253,0.37583892617449666,0.33610931267555477,0.9019607843137255,2,0.16579943235572375,2103,0
qwen_candidate_pair_qlora_relative_calibrator_v1,all_validation_fitted_diagnostic,l2-a11,D,ee0f042696f44a3a5120bacc848c170fa2760381c5cc08e28571b2cc6848b983,0.3314285714285714,0.6001003512293026,0.6124376803988455,0.23387096774193547,0.5686274509803921,0.38857142857142857,0.3354483177231656,0.8823529411764706,2,0.1673762220119836,2123,0
qwen_candidate_pair_qlora_relative_calibrator_v1,all_validation_fitted_diagnostic,l2-a11,N,6427be44f165119aea4717bf005c5f92e3cc71ed900944999ae946a50c5fa45e,0.33783783783783783,0.6018145161290323,0.6120418848167539,0.25773195876288657,0.49019607843137253,0.3783783783783784,0.33576959113127214,0.9019607843137255,2,0.16595711132134974,2105,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_primary_stage_hybrid,l2-a12,D,55a1ce29719134a8051a7774be9b57aa0a3d6539621627d740da145b0945ac82,0.6367041198501873,0.6043422733077906,0.6019736842105263,0.6115107913669064,0.6640625,0.6870229007633588,0.575139744870573,0.9420849420849421,2,0.1586250394197414,2012,0
qlora_stage1__frozen_qwen_few_shot_stage2,fixed_reverse_control,l2-a12,D,4405560a9499bd44dae670b1d585634be34e2f916e8679ab218b6cbd217c6911,0.7534246575342466,0.551394822819804,0.5353946297803092,0.6707317073170732,0.859375,0.7876712328767124,0.8400774913679967,0.9140625,2,0.1654052349416588,2098,0
frozen_qwen_few_shot_stage1__qlora_stage2,fixed_primary_stage_hybrid,l2-a12,N,808f570bdb5ccd2b8cdc645cd50ec3e3760c720004e2f7ea6ba94022da9eb03a,0.6384615384615384,0.6044012282497441,0.6019736842105263,0.6287878787878788,0.6484375,0.689922480620155,0.5922821477122493,0.9343629343629344,2,0.15830968148848942,2008,0
qlora_stage1__frozen_qwen_few_shot_stage2,fixed_reverse_control,l2-a12,N,7075ea79f1330e346cda8378578c9d2c82f6f839c63748962e55face31650e17,0.7737226277372263,0.5518808381721787,0.5353946297803092,0.726027397260274,0.828125,0.8102189781021898,0.8353130558062277,0.9296875,2,0.1639861242510249,2080,0
qwen_candidate_pair_qlora_relative_calibrator_v1,review_cross_fitted_primary,l2-a12,D,c78a90bc7120eb2bc24e4d2af2257f36c741e66cda6076ad43f67904a0c1a8ed,0.7260726072607261,0.5911521633446767,0.5804250852794542,0.6285714285714286,0.859375,0.7666666666666667,0.8486133699015833,0.9420849420849421,2,0.17557552822453484,2227,0
qwen_candidate_pair_qlora_relative_calibrator_v1,review_cross_fitted_primary,l2-a12,N,67f6676871aa05c2b472aa613ea6029736e31ade5bfa0afd8e63a101487c8147,0.7526132404181185,0.5937652216268875,0.5818277035873265,0.6792452830188679,0.84375,0.8,0.8447671886330946,0.9343629343629344,2,0.1750236518448439,2220,0
qwen_candidate_pair_qlora_relative_calibrator_v1,all_validation_fitted_diagnostic,l2-a12,D,50389118e42ec06365a596b6f50d5ac8b544b908448a21d84b1832dc0e73df59,0.7236842105263158,0.593841642228739,0.5834213305174234,0.625,0.859375,0.7641196013289037,0.8471604463814533,0.9420849420849421,2,0.17376222011983603,2204,0
qwen_candidate_pair_qlora_relative_calibrator_v1,all_validation_fitted_diagnostic,l2-a12,N,313238d545e5938d457d36ac6542d243b35099eb63b675306315053d378f1989,0.7578947368421053,0.5971099681606662,0.5850447604002106,0.6878980891719745,0.84375,0.8056537102473498,0.8422160925824056,0.9343629343629344,2,0.17313150425733206,2196,0
