protocol,level,condition,comparison,comparator_method,baseline_method,metric,fold_count,baseline_mean,comparator_mean,mean_difference,bootstrap_95_ci_low,bootstrap_95_ci_high,improved_folds,tied_folds,worsened_folds,exact_sign_flip_p,holm_p_across_model_comparisons
taxonomy_two_stage_formal_v2,L4,D,frozen_qwen_few_shot_minus_distilbert_review_candidate_cross_encoder,frozen_qwen_few_shot,distilbert_review_candidate_cross_encoder,heldout_sentiment_accuracy,3,0.8616639366639367,0.9151984947807862,0.05353455811684952,-0.02491011813045707,0.1601851851851852,2,0,1,0.5,1.0
taxonomy_two_stage_formal_v2,L4,D,frozen_qwen_few_shot_minus_distilbert_review_candidate_cross_encoder,frozen_qwen_few_shot,distilbert_review_candidate_cross_encoder,overall_pair_micro_f1,3,0.49829176202813885,0.5417445442048952,0.0434527821767563,-0.021787163318179537,0.07965366970133547,2,0,1,0.5,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_distilbert_review_candidate_cross_encoder,qwen_candidate_pair_qlora,distilbert_review_candidate_cross_encoder,heldout_pair_micro_f1,3,0.17622930936150508,0.5151894232828776,0.3389601139213725,0.32923013796994405,0.3550082540923327,3,0,0,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_distilbert_review_candidate_cross_encoder,qwen_candidate_pair_qlora,distilbert_review_candidate_cross_encoder,heldout_aspect_micro_f1,3,0.21089576394740717,0.5480451938952063,0.33714942994779923,0.27192581925468023,0.39191965304724946,3,0,0,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_distilbert_review_candidate_cross_encoder,qwen_candidate_pair_qlora,distilbert_review_candidate_cross_encoder,heldout_presence_f1,3,0.25970220419306683,0.7264886555741906,0.4667864513811238,0.3943028485757121,0.5565951514499861,3,0,0,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_distilbert_review_candidate_cross_encoder,qwen_candidate_pair_qlora,distilbert_review_candidate_cross_encoder,heldout_sentiment_accuracy,3,0.8616639366639367,0.9396890168459122,0.07802508018197558,-0.004027617951668505,0.19821428571428568,2,0,1,0.5,1.0
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_distilbert_review_candidate_cross_encoder,qwen_candidate_pair_qlora,distilbert_review_candidate_cross_encoder,overall_pair_micro_f1,3,0.49829176202813885,0.5893306483825097,0.09103888635437096,0.05615316511730861,0.11761865804755711,3,0,0,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_frozen_qwen_few_shot,qwen_candidate_pair_qlora,frozen_qwen_few_shot,heldout_pair_micro_f1,3,0.5614525886158757,0.5151894232828776,-0.04626316533299805,-0.08794261486981991,-0.012675668228162018,0,0,3,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_frozen_qwen_few_shot,qwen_candidate_pair_qlora,frozen_qwen_few_shot,heldout_aspect_micro_f1,3,0.6130492764722313,0.5480451938952063,-0.06500408257702495,-0.11148513888213263,-0.020428371542352775,0,0,3,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_frozen_qwen_few_shot,qwen_candidate_pair_qlora,frozen_qwen_few_shot,heldout_presence_f1,3,0.7378474962729107,0.7264886555741906,-0.011358840698720027,-0.0608695652173914,0.07544521873790166,1,0,2,1.0,1.0
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_frozen_qwen_few_shot,qwen_candidate_pair_qlora,frozen_qwen_few_shot,heldout_sentiment_accuracy,3,0.9151984947807862,0.9396890168459122,0.02449052206512607,0.014559965487489168,0.03802910052910047,3,0,0,0.25,0.75
taxonomy_two_stage_formal_v2,L4,D,qwen_candidate_pair_qlora_minus_frozen_qwen_few_shot,qwen_candidate_pair_qlora,frozen_qwen_few_shot,overall_pair_micro_f1,3,0.5417445442048952,0.5893306483825097,0.04758610417761466,0.01969116619691169,0.07794032843548815,3,0,0,0.25,0.75
