aspects,pair_false_negative_rows_per_100_mean,pair_false_positive_rows_per_100_mean,pair_micro_f1_mean,pair_micro_precision_mean,pair_micro_recall_mean,pair_samples_f1_mean,qwen_call_rate_mean,selected_policy,selected_policy_family,selection,split
12,4.216551144717497,15.275152278932996,0.3900016678014891,0.35297602481177115,0.5299945618578716,0.09882377651753833,0.29053770216341107,score_asym_rescue_le_0.05_confirm_le_0.30,asymmetric_rescue_confirm,global_validation_selected,test
12,4.053770216341105,15.401176223482462,0.4177895960715135,0.35108546916603695,0.5650421671495942,0.10150178533921445,0.34420289855072467,mixed,mixed,per_aspect_validation_selected,test
